Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
10.07,Low Sugar,0.081,Starchy Foods,100.23,1998,Small,Tier 3,Food Mart,1911.04
8.32,No Sugar,0.233,Health and Hygiene,128.89,1998,Small,Tier 3,Food Mart,2102.35
13.17,Regular,0.048,Snack Foods,137.37,2009,Medium,Tier 2,Supermarket Type2,3372.49
10.72,No Sugar,0.011,Health and Hygiene,118.86,1998,Small,Tier 3,Food Mart,734.99
14.38,No Sugar,0.099,Health and Hygiene,126.76,2009,Medium,Tier 2,Supermarket Type2,3429.31
17.55,Low Sugar,0.039,Snack Foods,215.03,1999,Medium,Tier 1,Departmental Store,5951.51
16.4,No Sugar,0.033,Household,189.01,1999,Medium,Tier 1,Departmental Store,5158.09
12.24,Regular,0.051,Canned,177.75,2009,Medium,Tier 2,Supermarket Type2,3987.9
11.08,Low Sugar,0.133,Snack Foods,138.45,2009,Medium,Tier 2,Supermarket Type2,2922.12
14.93,Low Sugar,0.023,Meat,86.84,2009,Medium,Tier 2,Supermarket Type2,2735.23
13.24,Regular,0.03,Starchy Foods,184.25,1999,Medium,Tier 1,Departmental Store,4346.59
14.43,Low Sugar,0.128,Frozen Foods,151.94,2009,Medium,Tier 2,Supermarket Type2,3954.8
11.48,Regular,0.146,Fruits and Vegetables,152.79,2009,Medium,Tier 2,Supermarket Type2,3306.35
12.6,Low Sugar,0.042,Dairy,143.1,2009,Medium,Tier 2,Supermarket Type2,3361.19
12.92,No Sugar,0.139,Health and Hygiene,165.21,2009,Medium,Tier 2,Supermarket Type2,3886.78
12.09,Regular,0.077,Dairy,168.17,2009,Medium,Tier 2,Supermarket Type2,3758.19
14.43,Low Sugar,0.106,Fruits and Vegetables,172.82,1999,Medium,Tier 1,Departmental Store,4382.21
14.73,No Sugar,0.031,Household,194.18,1987,High,Tier 2,Supermarket Type1,4888.66
13.88,Regular,0.017,Starchy Foods,156.09,2009,Medium,Tier 2,Supermarket Type2,3916.27
9.44,No Sugar,0.09,Health and Hygiene,138.93,2009,Medium,Tier 2,Supermarket Type2,2560.36
15.88,Low Sugar,0.082,Canned,175.63,1987,High,Tier 2,Supermarket Type1,4768.83
13.68,No Sugar,0.071,Household,166.14,1987,High,Tier 2,Supermarket Type1,4075.6
12.34,Low Sugar,0.04,Frozen Foods,145.92,2009,Medium,Tier 2,Supermarket Type2,4169.21
12.12,Low Sugar,0.095,Breakfast,161.24,2009,Medium,Tier 2,Supermarket Type2,3623.21
8.09,Low Sugar,0.034,Snack Foods,107.18,1998,Small,Tier 3,Food Mart,1607.61
14.21,Regular,0.111,Fruits and Vegetables,127.66,2009,Medium,Tier 2,Supermarket Type2,3407.68
15.89,No Sugar,0.091,Health and Hygiene,153.77,1999,Medium,Tier 1,Departmental Store,4321.83
13.95,Low Sugar,0.027,Dairy,179.69,1999,Medium,Tier 1,Departmental Store,4414.92
12.26,Low Sugar,0.079,Canned,103.41,1987,High,Tier 2,Supermarket Type1,2472.82
13.48,Regular,0.018,Frozen Foods,135.07,2009,Medium,Tier 2,Supermarket Type2,3394.93
7.98,Low Sugar,0.097,Meat,95.02,1998,Small,Tier 3,Food Mart,1332.44
13.94,Regular,0.074,Canned,103.4,2009,Medium,Tier 2,Supermarket Type2,2850.82
13.56,Low Sugar,0.082,Frozen Foods,134.15,2009,Medium,Tier 2,Supermarket Type2,3394.56
13.39,No Sugar,0.056,Household,151.59,2009,Medium,Tier 2,Supermarket Type2,3712.95
13.26,Low Sugar,0.023,Dairy,171.35,1987,High,Tier 2,Supermarket Type1,4088.04
13.97,Regular,0.104,Snack Foods,147.5,2009,Medium,Tier 2,Supermarket Type2,3760.57
11.14,Low Sugar,0.076,Starchy Foods,102.47,1998,Small,Tier 3,Food Mart,2200.65
10.97,Low Sugar,0.02,Fruits and Vegetables,127.49,2009,Medium,Tier 2,Supermarket Type2,2673.83
18.25,Low Sugar,0.041,Breads,161.68,1999,Medium,Tier 1,Departmental Store,5018.14
12.34,Low Sugar,0.01,Fruits and Vegetables,134.28,2009,Medium,Tier 2,Supermarket Type2,3120.62
11.58,Low Sugar,0.025,Fruits and Vegetables,125.72,2009,Medium,Tier 2,Supermarket Type2,2774.19
13.65,Regular,0.151,Frozen Foods,142.14,2009,Medium,Tier 2,Supermarket Type2,3579.45
13.1,Low Sugar,0.085,Fruits and Vegetables,219.68,1999,Medium,Tier 1,Departmental Store,5106.17
15.74,Low Sugar,0.036,Baking Goods,160.1,1999,Medium,Tier 1,Departmental Store,4419.32
15.76,Regular,0.042,Breads,239.66,1999,Medium,Tier 1,Departmental Store,6050.12
9.97,Low Sugar,0.039,Snack Foods,88.1,1998,Small,Tier 3,Food Mart,1640.98
9.81,Low Sugar,0.086,Starchy Foods,131.38,1987,High,Tier 2,Supermarket Type1,2491.61
11.22,Low Sugar,0.064,Fruits and Vegetables,173.61,2009,Medium,Tier 2,Supermarket Type2,3674.38
12.54,Low Sugar,0.014,Dairy,140.12,2009,Medium,Tier 2,Supermarket Type2,3285.79
16.16,Low Sugar,0.029,Snack Foods,120.95,2009,Medium,Tier 2,Supermarket Type2,3711.26
10.77,Low Sugar,0.035,Snack Foods,115.23,1987,High,Tier 2,Supermarket Type1,2376.42
11.85,Low Sugar,0.073,Baking Goods,135.85,2009,Medium,Tier 2,Supermarket Type2,3043.0
10.25,No Sugar,0.157,Household,126.38,1987,High,Tier 2,Supermarket Type1,2488.06
11.55,Low Sugar,0.017,Meat,129.91,2009,Medium,Tier 2,Supermarket Type2,2853.36
13.3,Regular,0.053,Snack Foods,161.25,2009,Medium,Tier 2,Supermarket Type2,3890.89
9.64,Regular,0.039,Snack Foods,104.87,1998,Small,Tier 3,Food Mart,1908.96
13.18,Regular,0.048,Canned,163.39,2009,Medium,Tier 2,Supermarket Type2,3907.26
15.15,Low Sugar,0.066,Snack Foods,196.83,1987,High,Tier 2,Supermarket Type1,2769.49
17.53,Low Sugar,0.08,Dairy,160.16,1999,Medium,Tier 1,Departmental Store,4824.27
17.81,No Sugar,0.01,Health and Hygiene,228.56,1999,Medium,Tier 1,Departmental Store,6287.99
7.25,Regular,0.009,Snack Foods,145.16,1998,Small,Tier 3,Food Mart,2193.16
13.92,Low Sugar,0.038,Fruits and Vegetables,145.91,2009,Medium,Tier 2,Supermarket Type2,3717.2
13.23,Low Sugar,0.071,Snack Foods,170.82,1987,High,Tier 2,Supermarket Type1,4070.92
12.26,No Sugar,0.094,Health and Hygiene,157.71,2009,Medium,Tier 2,Supermarket Type2,3582.84
11.49,Low Sugar,0.035,Soft Drinks,129.17,2009,Medium,Tier 2,Supermarket Type2,2826.07
14.42,No Sugar,0.049,Household,141.39,2009,Medium,Tier 2,Supermarket Type2,3736.65
8.46,No Sugar,0.127,Household,122.55,1998,Small,Tier 3,Food Mart,2004.35
10.09,Low Sugar,0.071,Fruits and Vegetables,156.72,2009,Medium,Tier 2,Supermarket Type2,3073.14
16.38,Low Sugar,0.058,Fruits and Vegetables,177.66,1999,Medium,Tier 1,Departmental Store,4922.69
14.31,Regular,0.031,Snack Foods,140.49,2009,Medium,Tier 2,Supermarket Type2,3693.69
14.9,Regular,0.168,Frozen Foods,200.9,1999,Medium,Tier 1,Departmental Store,5063.56
6.3,Low Sugar,0.142,Canned,85.24,1998,Small,Tier 3,Food Mart,753.53
13.72,No Sugar,0.031,Household,160.86,2009,Medium,Tier 2,Supermarket Type2,3976.92
9.84,Regular,0.021,Dairy,106.54,1998,Small,Tier 3,Food Mart,1989.09
11.04,Low Sugar,0.019,Canned,99.51,1998,Small,Tier 3,Food Mart,2116.79
11.17,Regular,0.031,Soft Drinks,128.6,2009,Medium,Tier 2,Supermarket Type2,2740.16
13.64,No Sugar,0.118,Household,136.94,2009,Medium,Tier 2,Supermarket Type2,3469.99
8.87,Low Sugar,0.014,Fruits and Vegetables,161.19,2009,Medium,Tier 2,Supermarket Type2,2887.99
11.05,No Sugar,0.128,Health and Hygiene,120.71,2009,Medium,Tier 2,Supermarket Type2,2553.48
9.13,Low Sugar,0.113,Dairy,114.59,1998,Small,Tier 3,Food Mart,1993.25
10.61,Low Sugar,0.124,Fruits and Vegetables,152.67,2009,Medium,Tier 2,Supermarket Type2,3106.52
11.51,Regular,0.05,Canned,133.21,2009,Medium,Tier 2,Supermarket Type2,2912.59
9.36,Regular,0.025,Frozen Foods,148.15,2009,Medium,Tier 2,Supermarket Type2,2732.81
9.58,Regular,0.011,Canned,143.94,2009,Medium,Tier 2,Supermarket Type2,2694.98
15.45,Regular,0.06,Meat,155.79,1999,Medium,Tier 1,Departmental Store,4264.59
9.05,Regular,0.018,Baking Goods,191.98,2009,Medium,Tier 2,Supermarket Type2,3557.99
14.93,No Sugar,0.103,Household,114.81,2009,Medium,Tier 2,Supermarket Type2,3308.02
12.51,Regular,0.021,Fruits and Vegetables,163.98,2009,Medium,Tier 2,Supermarket Type2,3768.51
15.74,Regular,0.092,Fruits and Vegetables,138.21,2009,Medium,Tier 2,Supermarket Type2,3971.46
14.6,Regular,0.124,Baking Goods,178.76,1987,High,Tier 2,Supermarket Type1,4543.38
15.09,Low Sugar,0.162,Fruits and Vegetables,140.83,2009,Medium,Tier 2,Supermarket Type2,3877.64
12.35,No Sugar,0.039,Household,166.19,2009,Medium,Tier 2,Supermarket Type2,3778.07
12.23,No Sugar,0.015,Health and Hygiene,164.91,2009,Medium,Tier 2,Supermarket Type2,3724.25
13.63,No Sugar,0.06,Household,156.45,2009,Medium,Tier 2,Supermarket Type2,3866.23
18.76,Regular,0.028,Meat,180.76,1999,Medium,Tier 1,Departmental Store,5522.58
13.05,Low Sugar,0.04,Fruits and Vegetables,103.08,2009,Medium,Tier 2,Supermarket Type2,2642.99
14.69,Regular,0.038,Fruits and Vegetables,188.15,1987,High,Tier 2,Supermarket Type1,4754.43
14.64,Low Sugar,0.053,Dairy,152.11,1987,High,Tier 2,Supermarket Type1,4006.94
13.57,No Sugar,0.123,Household,157.0,2009,Medium,Tier 2,Supermarket Type2,3864.47
11.9,Regular,0.076,Fruits and Vegetables,136.6,2009,Medium,Tier 2,Supermarket Type2,3070.39
15.59,Low Sugar,0.108,Fruits and Vegetables,156.67,1999,Medium,Tier 1,Departmental Store,4314.62
7.97,Regular,0.025,Dairy,125.26,1998,Small,Tier 3,Food Mart,1949.94
12.98,Regular,0.043,Breakfast,137.31,2009,Medium,Tier 2,Supermarket Type2,3328.49
11.48,Low Sugar,0.049,Canned,87.21,1999,Medium,Tier 1,Departmental Store,5455.68
12.98,Low Sugar,0.046,Baking Goods,110.57,2009,Medium,Tier 2,Supermarket Type2,2780.32
14.65,Low Sugar,0.013,Soft Drinks,168.93,1999,Medium,Tier 1,Departmental Store,4353.66
12.17,Low Sugar,0.158,Snack Foods,112.14,2009,Medium,Tier 2,Supermarket Type2,2629.45
12.11,Regular,0.282,Frozen Foods,125.13,2009,Medium,Tier 2,Supermarket Type2,2883.12
11.86,No Sugar,0.158,Household,129.18,2009,Medium,Tier 2,Supermarket Type2,2908.09
13.48,Low Sugar,0.056,Snack Foods,136.01,2009,Medium,Tier 2,Supermarket Type2,3413.63
5.13,Low Sugar,0.066,Canned,137.69,1998,Small,Tier 3,Food Mart,1561.06
11.82,Regular,0.047,Meat,76.55,1998,Small,Tier 3,Food Mart,1823.47
14.96,Low Sugar,0.034,Dairy,159.93,1999,Medium,Tier 1,Departmental Store,4237.55
15.99,Regular,0.089,Snack Foods,211.19,1999,Medium,Tier 1,Departmental Store,5520.9
14.14,Low Sugar,0.052,Dairy,173.78,1999,Medium,Tier 1,Departmental Store,4335.88
15.15,Regular,0.065,Baking Goods,213.31,1999,Medium,Tier 1,Departmental Store,5374.15
15.78,Low Sugar,0.024,Fruits and Vegetables,176.85,1987,High,Tier 2,Supermarket Type1,4769.29
8.82,Low Sugar,0.077,Dairy,88.15,1998,Small,Tier 3,Food Mart,1381.86
13.79,Regular,0.034,Soft Drinks,134.71,2009,Medium,Tier 2,Supermarket Type2,3458.63
15.37,No Sugar,0.118,Health and Hygiene,194.52,1999,Medium,Tier 1,Departmental Store,5038.36
9.99,Low Sugar,0.007,Frozen Foods,137.08,2009,Medium,Tier 2,Supermarket Type2,2452.31
15.64,Low Sugar,0.223,Dairy,154.17,1999,Medium,Tier 1,Departmental Store,4273.66
13.37,No Sugar,0.026,Others,147.36,2009,Medium,Tier 2,Supermarket Type2,3622.25
8.26,Regular,0.063,Baking Goods,86.98,1998,Small,Tier 3,Food Mart,1232.0
15.15,Regular,0.035,Baking Goods,149.24,1987,High,Tier 2,Supermarket Type1,4062.89
15.95,Regular,0.085,Baking Goods,198.93,1999,Medium,Tier 1,Departmental Store,5261.1
8.95,Low Sugar,0.056,Snack Foods,128.82,1998,Small,Tier 3,Food Mart,2244.12
10.37,No Sugar,0.113,Household,89.66,1987,High,Tier 2,Supermarket Type1,3222.72
13.99,Low Sugar,0.036,Soft Drinks,129.5,2009,Medium,Tier 2,Supermarket Type2,3397.49
14.47,Regular,0.01,Fruits and Vegetables,145.65,2009,Medium,Tier 2,Supermarket Type2,3835.95
12.91,Low Sugar,0.023,Snack Foods,176.48,1987,High,Tier 2,Supermarket Type1,4112.86
11.85,Low Sugar,0.095,Baking Goods,168.44,2009,Medium,Tier 2,Supermarket Type2,3709.85
10.91,Low Sugar,0.021,Frozen Foods,224.28,1987,High,Tier 2,Supermarket Type1,4640.51
12.32,No Sugar,0.042,Health and Hygiene,138.03,2009,Medium,Tier 2,Supermarket Type2,3192.75
9.99,Regular,0.052,Soft Drinks,130.19,2009,Medium,Tier 2,Supermarket Type2,2506.61
8.8,No Sugar,0.141,Health and Hygiene,98.38,1998,Small,Tier 3,Food Mart,1587.57
15.34,Low Sugar,0.057,Snack Foods,172.37,1987,High,Tier 2,Supermarket Type1,4579.39
15.74,Low Sugar,0.178,Frozen Foods,174.62,1987,High,Tier 2,Supermarket Type1,4715.73
11.33,No Sugar,0.177,Health and Hygiene,103.49,1998,Small,Tier 3,Food Mart,2262.79
11.16,Low Sugar,0.041,Fruits and Vegetables,127.11,2009,Medium,Tier 2,Supermarket Type2,2707.84
11.21,Low Sugar,0.048,Fruits and Vegetables,166.96,2009,Medium,Tier 2,Supermarket Type2,3535.15
9.88,Low Sugar,0.051,Fruits and Vegetables,123.76,1987,High,Tier 2,Supermarket Type1,2351.4
11.01,Low Sugar,0.044,Fruits and Vegetables,131.12,2009,Medium,Tier 2,Supermarket Type2,2755.69
16.43,Low Sugar,0.086,Frozen Foods,153.73,1999,Medium,Tier 1,Departmental Store,4443.28
20.3,Low Sugar,0.081,Snack Foods,234.78,1999,Medium,Tier 1,Departmental Store,6977.43
13.53,Regular,0.041,Soft Drinks,171.77,1987,High,Tier 2,Supermarket Type1,4158.73
12.24,Regular,0.024,Snack Foods,173.79,2009,Medium,Tier 2,Supermarket Type2,4900.62
11.78,Regular,0.022,Hard Drinks,117.13,2009,Medium,Tier 2,Supermarket Type2,2644.54
10.26,Low Sugar,0.038,Fruits and Vegetables,116.88,1998,Small,Tier 3,Food Mart,2295.41
12.2,Low Sugar,0.04,Snack Foods,101.93,1987,High,Tier 2,Supermarket Type1,2427.22
13.23,Regular,0.162,Fruits and Vegetables,174.14,1987,High,Tier 2,Supermarket Type1,4137.97
11.83,Low Sugar,0.05,Canned,141.05,2009,Medium,Tier 2,Supermarket Type2,3144.2
14.39,No Sugar,0.074,Household,83.04,2009,Medium,Tier 2,Supermarket Type2,2536.72
15.68,Regular,0.05,Snack Foods,167.02,1987,High,Tier 2,Supermarket Type1,4547.13
15.43,Low Sugar,0.196,Starchy Foods,179.02,1987,High,Tier 2,Supermarket Type1,4735.32
10.77,Regular,0.066,Baking Goods,114.34,1987,High,Tier 2,Supermarket Type1,2359.43
12.92,Low Sugar,0.092,Canned,165.69,2009,Medium,Tier 2,Supermarket Type2,3895.3
11.85,Low Sugar,0.076,Fruits and Vegetables,109.2,1987,High,Tier 2,Supermarket Type1,2498.03
10.06,Low Sugar,0.057,Breads,117.24,1998,Small,Tier 3,Food Mart,2258.73
12.81,Regular,0.081,Meat,131.05,2009,Medium,Tier 2,Supermarket Type2,3162.05
18.95,Low Sugar,0.057,Dairy,165.98,1999,Medium,Tier 1,Departmental Store,5264.59
14.49,Low Sugar,0.061,Soft Drinks,161.24,1987,High,Tier 2,Supermarket Type1,2910.78
12.38,Low Sugar,0.046,Snack Foods,176.58,2009,Medium,Tier 2,Supermarket Type2,3996.93
11.95,Regular,0.093,Baking Goods,176.36,2009,Medium,Tier 2,Supermarket Type2,3893.54
10.79,No Sugar,0.049,Health and Hygiene,109.32,1998,Small,Tier 3,Food Mart,2261.14
12.41,Low Sugar,0.063,Baking Goods,188.88,1999,Medium,Tier 1,Departmental Store,4255.88
13.3,Regular,0.106,Snack Foods,138.88,2009,Medium,Tier 2,Supermarket Type2,3432.65
12.9,No Sugar,0.076,Household,111.51,2009,Medium,Tier 2,Supermarket Type2,2783.42
15.93,Low Sugar,0.106,Snack Foods,184.84,1999,Medium,Tier 1,Departmental Store,4967.16
9.72,Low Sugar,0.075,Fruits and Vegetables,107.95,1998,Small,Tier 3,Food Mart,1990.47
14.2,Low Sugar,0.049,Soft Drinks,149.21,2009,Medium,Tier 2,Supermarket Type2,3847.88
12.56,Regular,0.019,Canned,185.11,1999,Medium,Tier 1,Departmental Store,4210.57
9.41,Low Sugar,0.055,Snack Foods,139.67,2009,Medium,Tier 2,Supermarket Type2,2569.44
11.17,Low Sugar,0.021,Baking Goods,139.06,2009,Medium,Tier 2,Supermarket Type2,2954.39
13.87,Low Sugar,0.115,Snack Foods,157.91,2009,Medium,Tier 2,Supermarket Type2,3950.89
17.39,Low Sugar,0.034,Fruits and Vegetables,170.91,1999,Medium,Tier 1,Departmental Store,5011.32
11.41,Low Sugar,0.029,Fruits and Vegetables,140.3,2009,Medium,Tier 2,Supermarket Type2,3034.07
12.69,Regular,0.049,Starchy Foods,167.51,2009,Medium,Tier 2,Supermarket Type2,3881.48
12.17,Low Sugar,0.155,Frozen Foods,123.8,2009,Medium,Tier 2,Supermarket Type2,2867.68
10.15,Low Sugar,0.108,Baking Goods,131.3,2009,Medium,Tier 2,Supermarket Type2,2564.81
14.47,Regular,0.147,Fruits and Vegetables,138.57,2009,Medium,Tier 2,Supermarket Type2,3690.05
13.04,Low Sugar,0.07,Fruits and Vegetables,166.3,2009,Medium,Tier 2,Supermarket Type2,3935.01
12.52,Low Sugar,0.042,Fruits and Vegetables,115.53,2009,Medium,Tier 2,Supermarket Type2,2779.81
11.38,Low Sugar,0.025,Fruits and Vegetables,136.82,2009,Medium,Tier 2,Supermarket Type2,2957.77
17.01,Low Sugar,0.104,Soft Drinks,174.86,1999,Medium,Tier 1,Departmental Store,5007.12
12.12,Regular,0.024,Frozen Foods,153.24,2009,Medium,Tier 2,Supermarket Type2,3460.62
14.13,Low Sugar,0.022,Baking Goods,144.2,2009,Medium,Tier 2,Supermarket Type2,3728.31
10.45,Low Sugar,0.058,Baking Goods,138.45,2009,Medium,Tier 2,Supermarket Type2,2779.67
12.9,Low Sugar,0.12,Canned,124.03,2009,Medium,Tier 2,Supermarket Type2,3037.88
13.17,Low Sugar,0.085,Snack Foods,147.32,2009,Medium,Tier 2,Supermarket Type2,3576.32
14.27,Regular,0.216,Meat,183.87,1987,High,Tier 2,Supermarket Type1,4832.12
15.12,Low Sugar,0.143,Fruits and Vegetables,132.98,2009,Medium,Tier 2,Supermarket Type2,2562.14
12.52,Low Sugar,0.128,Snack Foods,136.44,2009,Medium,Tier 2,Supermarket Type2,3205.5
13.68,Regular,0.02,Snack Foods,145.72,2009,Medium,Tier 2,Supermarket Type2,3658.17
10.57,Low Sugar,0.048,Snack Foods,79.52,1998,Small,Tier 3,Food Mart,1601.81
13.76,Low Sugar,0.037,Frozen Foods,116.7,2009,Medium,Tier 2,Supermarket Type2,3082.26
12.79,Low Sugar,0.049,Fruits and Vegetables,161.86,2009,Medium,Tier 2,Supermarket Type2,3788.51
12.29,No Sugar,0.061,Others,95.98,1987,High,Tier 2,Supermarket Type1,2327.53
14.25,Regular,0.076,Baking Goods,158.34,1987,High,Tier 2,Supermarket Type1,4046.16
8.9,Low Sugar,0.021,Breakfast,98.71,1998,Small,Tier 3,Food Mart,721.25
15.35,Low Sugar,0.067,Frozen Foods,132.16,2009,Medium,Tier 2,Supermarket Type2,3758.85
11.91,No Sugar,0.052,Household,139.42,2009,Medium,Tier 2,Supermarket Type2,3130.11
14.53,Low Sugar,0.171,Frozen Foods,148.55,2009,Medium,Tier 2,Supermarket Type2,3908.32
14.24,No Sugar,0.024,Health and Hygiene,124.77,2009,Medium,Tier 2,Supermarket Type2,3356.53
11.33,Regular,0.043,Dairy,121.44,2009,Medium,Tier 2,Supermarket Type2,2630.34
14.61,Regular,0.039,Frozen Foods,188.81,1987,High,Tier 2,Supermarket Type1,4751.13
11.1,Low Sugar,0.082,Fruits and Vegetables,92.2,1998,Small,Tier 3,Food Mart,1980.24
14.67,Regular,0.022,Frozen Foods,149.54,2009,Medium,Tier 2,Supermarket Type2,3960.08
10.71,No Sugar,0.082,Household,136.94,2009,Medium,Tier 2,Supermarket Type2,2807.33
14.91,Regular,0.089,Fruits and Vegetables,146.41,2009,Medium,Tier 2,Supermarket Type2,3951.49
14.73,Regular,0.069,Dairy,157.99,1987,High,Tier 2,Supermarket Type1,4146.36
8.59,Low Sugar,0.096,Snack Foods,92.6,1998,Small,Tier 3,Food Mart,1421.24
13.24,Low Sugar,0.039,Seafood,156.02,2009,Medium,Tier 2,Supermarket Type2,3768.82
10.26,Regular,0.034,Snack Foods,138.92,2009,Medium,Tier 2,Supermarket Type2,2747.46
17.16,Low Sugar,0.089,Snack Foods,151.41,1987,High,Tier 2,Supermarket Type1,4561.96
10.81,Low Sugar,0.138,Seafood,161.84,2009,Medium,Tier 2,Supermarket Type2,3340.89
11.81,Low Sugar,0.045,Soft Drinks,138.42,2009,Medium,Tier 2,Supermarket Type2,3086.34
12.74,Low Sugar,0.05,Dairy,152.27,2009,Medium,Tier 2,Supermarket Type2,3580.76
13.59,Low Sugar,0.038,Snack Foods,138.17,2009,Medium,Tier 2,Supermarket Type2,3483.14
11.19,No Sugar,0.017,Household,122.73,1998,Small,Tier 3,Food Mart,888.85
8.12,Regular,0.038,Meat,167.21,2009,Medium,Tier 2,Supermarket Type2,2842.08
11.94,Low Sugar,0.044,Fruits and Vegetables,142.26,2009,Medium,Tier 2,Supermarket Type2,3195.54
12.43,Low Sugar,0.037,Fruits and Vegetables,137.51,2009,Medium,Tier 2,Supermarket Type2,3207.57
8.5,Regular,0.061,Fruits and Vegetables,176.63,2009,Medium,Tier 2,Supermarket Type2,3120.48
11.38,Low Sugar,0.007,Meat,84.18,1998,Small,Tier 3,Food Mart,1879.76
11.6,Low Sugar,0.061,Dairy,171.07,2009,Medium,Tier 2,Supermarket Type2,3707.4
11.04,Low Sugar,0.121,Fruits and Vegetables,142.88,2009,Medium,Tier 2,Supermarket Type2,3003.75
9.28,Regular,0.041,Frozen Foods,86.66,1998,Small,Tier 3,Food Mart,1455.12
10.94,Low Sugar,0.061,Frozen Foods,128.45,2009,Medium,Tier 2,Supermarket Type2,2686.68
11.74,Low Sugar,0.077,Baking Goods,165.86,2009,Medium,Tier 2,Supermarket Type2,3631.42
10.41,Regular,0.032,Baking Goods,189.38,2009,Medium,Tier 2,Supermarket Type2,2549.72
14.06,Regular,0.047,Soft Drinks,160.08,1987,High,Tier 2,Supermarket Type1,4039.29
12.08,No Sugar,0.021,Household,121.54,2009,Medium,Tier 2,Supermarket Type2,4782.44
11.55,Low Sugar,0.042,Soft Drinks,129.17,2009,Medium,Tier 2,Supermarket Type2,2838.03
10.84,Low Sugar,0.024,Soft Drinks,109.08,1998,Small,Tier 3,Food Mart,2267.02
16.44,Low Sugar,0.056,Frozen Foods,216.03,1999,Medium,Tier 1,Departmental Store,5722.13
14.07,Low Sugar,0.041,Baking Goods,181.33,1999,Medium,Tier 1,Departmental Store,4475.39
11.33,Low Sugar,0.11,Soft Drinks,118.73,2009,Medium,Tier 2,Supermarket Type2,4769.42
15.58,Low Sugar,0.044,Meat,198.22,1999,Medium,Tier 1,Departmental Store,5162.33
11.57,Regular,0.098,Fruits and Vegetables,186.72,1987,High,Tier 2,Supermarket Type1,4019.65
16.15,Low Sugar,0.132,Meat,192.35,1998,Small,Tier 3,Food Mart,1298.5
9.95,Low Sugar,0.034,Snack Foods,149.98,2009,Medium,Tier 2,Supermarket Type2,2903.05
13.95,Low Sugar,0.133,Breakfast,155.4,2009,Medium,Tier 2,Supermarket Type2,3917.55
11.47,No Sugar,0.129,Others,102.4,1998,Small,Tier 3,Food Mart,2273.32
12.62,Low Sugar,0.028,Snack Foods,104.69,2009,Medium,Tier 2,Supermarket Type2,2578.65
13.48,Low Sugar,0.057,Snack Foods,109.65,1998,Small,Tier 3,Food Mart,894.75
13.16,No Sugar,0.125,Others,193.17,1987,High,Tier 2,Supermarket Type1,4511.97
13.43,Low Sugar,0.14,Breakfast,141.86,1998,Small,Tier 3,Food Mart,665.19
10.75,Low Sugar,0.027,Baking Goods,144.76,2009,Medium,Tier 2,Supermarket Type2,2975.96
10.78,No Sugar,0.018,Health and Hygiene,138.62,2009,Medium,Tier 2,Supermarket Type2,2857.3
9.5,Low Sugar,0.156,Frozen Foods,147.39,2009,Medium,Tier 2,Supermarket Type2,2748.53
12.78,Regular,0.076,Snack Foods,161.64,2009,Medium,Tier 2,Supermarket Type2,3780.79
15.03,No Sugar,0.061,Household,147.55,1987,High,Tier 2,Supermarket Type1,4002.11
10.79,Low Sugar,0.069,Fruits and Vegetables,164.78,2009,Medium,Tier 2,Supermarket Type2,3394.44
11.58,Regular,0.122,Canned,163.26,2009,Medium,Tier 2,Supermarket Type2,3542.29
11.69,Low Sugar,0.071,Fruits and Vegetables,153.15,2009,Medium,Tier 2,Supermarket Type2,3361.82
13.68,Regular,0.068,Dairy,193.19,1987,High,Tier 2,Supermarket Type1,4631.08
15.24,Low Sugar,0.099,Canned,188.53,1987,High,Tier 2,Supermarket Type1,4886.53
13.0,No Sugar,0.077,Household,136.76,2009,Medium,Tier 2,Supermarket Type2,3322.54
10.57,Low Sugar,0.027,Soft Drinks,199.48,1987,High,Tier 2,Supermarket Type1,4054.86
13.37,No Sugar,0.053,Health and Hygiene,174.51,1987,High,Tier 2,Supermarket Type1,4178.6
16.69,Low Sugar,0.083,Frozen Foods,200.25,1999,Medium,Tier 1,Departmental Store,5455.22
